Orthogroup	Alyssum_gmelinii	Aethionema_saxatile
OG0010474	Ag005G431870	As011G255920
OG0010475	Ag005G431760	As011G255980
OG0010476	Ag005G430080, Ag005G430780	As011G256370
OG0010477	Ag005G426850	As011G258600
OG0010478	Ag006G565680	As011G259860
OG0010479	Ag005G419780	As011G262350
OG0010480	Ag005G419270	As011G262770
OG0010481	Ag005G470980	As011G263020
OG0010482	Ag005G435990	As011G263050
OG0010483	Ag005G418000	As011G263380
OG0010484	Ag005G417240	As011G263730
OG0010485	Ag005G417220	As011G263750
OG0010486	Ag005G416960	As011G263880
OG0010487	Ag005G416340	As011G264270
OG0010488	Ag005G410940	As011G265340
OG0010489	Ag005G406000	As011G266240
OG0010490	Ag005G405730	As011G266260
OG0010491	Ag005G405410	As011G266390
OG0010492	Ag005G404860	As011G266480
OG0010493	Ag014G741830	As011G266560
OG0010494	Ag005G402560	As011G266710
OG0010495	Ag003G256060	As011G266730
OG0010496	Ag005G402930	As011G266780
OG0010497	Ag005G403390	As011G267070
OG0010498	Ag005G403700	As011G267210
OG0010499	Ag005G403740	As011G267220
OG0010500	Ag001G000080	As012G267720
OG0010501	Ag001G000210	As012G267800
OG0010502	Ag001G001170	As012G268210
OG0010503	Ag007G589210	As012G268910
OG0010504	Ag001G010640	As012G271400
OG0010505	Ag001G067000	As012G271570
OG0010506	Ag001G012320	As012G271620
OG0010507	Ag001G011590	As012G271800
OG0010508	Ag001G013370	As012G271940
OG0010509	Ag001G014610	As012G272110
OG0010510	Ag001G014980	As012G272140
OG0010511	Ag001G015310	As012G272270
OG0010512	Ag011G740790, Ag001G019660	As012G272810
OG0010513	Ag001G024290	As012G273160
OG0010514	Ag001G022500	As012G273250
OG0010515	Ag001G024890	As012G273640
OG0010516	Ag001G025580	As012G273790
OG0010517	Ag001G026840	As012G274010
OG0010518	Ag008G733370	As012G274560, As012G274570
OG0010520	Ag002G160850	As012G275260
OG0010521	Ag002G160760	As012G275310
OG0010522	Ag001G064680	As012G275550
OG0010523	Ag001G064650	As012G275600
OG0010524	Ag001G064630	As012G275620
OG0010525	Ag001G064310	As012G275810
OG0010526	Ag001G064290	As012G275830
OG0010527	Ag001G068680	As012G275990
OG0010528	Ag001G070670	As012G276450
OG0010529	Ag001G070680	As012G276460
OG0010530	Ag008G718830	As012G276480
OG0010531	Ag001G070780	As012G276520
OG0010533	Ag001G071690	As012G276690
OG0010534	Ag001G071820	As012G276700
OG0010535	Ag001G072700	As012G277240
OG0010536	Ag001G072900	As012G277300
OG0010537	Ag001G073700	As012G277980
OG0010538	Ag001G065610	As012G278630
OG0010539	Ag001G075010	As012G279860
OG0010540	Ag001G075830	As012G280320
OG0010541	Ag001G076180	As012G280550
OG0010542	Ag001G076820	As012G281310
OG0010543	Ag001G076840	As012G281330
OG0010544	Ag001G077440	As012G281570
OG0010545	Ag001G079360	As012G282160
OG0010546	Ag001G082990, Ag005G409140	As012G283300
OG0010547	Ag001G083000	As012G283310
OG0010548	Ag001G083160	As012G283380
OG0010549	Ag001G088050	As012G284820
OG0010550	Ag001G088070	As012G284830
OG0010551	Ag001G088610	As012G285010
OG0010552	Ag001G089540	As012G285130
OG0010553	Ag001G075000	As012G285560
OG0010554	Ag001G091210	As012G285680
OG0010555	Ag001G091460	As012G285750
OG0010556	Ag001G092920	As012G286390
OG0010557	Ag001G093270	As012G286710
OG0010558	Ag001G094120	As012G287180
OG0010559	Ag001G094200	As012G287230, As012G287210
OG0010561	Ag001G094420	As012G287390
OG0010562	Ag001G094880	As012G287500
OG0010563	Ag001G095730	As012G287830
OG0010564	Ag001G096030	As012G287880
OG0010565	Ag001G096060	As012G287890
OG0010566	Ag001G096170	As012G287920
OG0010567	Ag001G097650	As012G288380
OG0010568	Ag001G098220	As012G288770
OG0010569	Ag001G098420, Ag007G580580	As012G288920
OG0010570	Ag001G098560	As012G289050
OG0010571	Ag006G549460, Ag006G547290, Ag006G514370, Ag001G098680	As012G289120
OG0010660	Ag003G253720	As001G000090
OG0010661	Ag003G253920	As001G000220
OG0010662	Ag003G254810	As001G000530
OG0010663	Ag003G257730	As001G001190
OG0010664	Ag003G261430	As001G002270
OG0010666	Ag003G297110	As001G003090
OG0010667	Ag003G267840	As001G003290
OG0010668	Ag003G268300	As001G003470
OG0010669	Ag003G269050	As001G003760
OG0010670	Ag003G271070	As001G004030
OG0010671	Ag003G273160	As001G004580
OG0010672	Ag003G278720	As001G005310
OG0010673	Ag003G278190	As001G006390
OG0010674	Ag003G276720	As001G006700
OG0010675	Ag003G279090, Ag003G277290	As001G006780
OG0010676	Ag008G715570	As001G011020, As001G011010, As005G113230
OG0010677	Ag003G273990	As001G012520
OG0010678	Ag002G172740, Ag001G024740	As006G146350, As001G012560
OG0010679	Ag003G280900	As001G013490, As011G262690
OG0010680	Ag003G273520	As001G013650
OG0010681	Ag003G281650	As001G013830
OG0010682	Ag004G356290	As001G014630
OG0010683	Ag003G282960	As001G014640
OG0010684	Ag003G284490	As001G015020
OG0010685	Ag007G612520	As001G015060
OG0010686	Ag007G578920	As001G016230
OG0010687	Ag007G578590	As001G016540
OG0010688	Ag001G101170	As001G017250
OG0010689	Ag001G101250	As004G079940, As001G017320
OG0010690	Ag001G101320	As001G017360
OG0010691	Ag001G101850	As001G017850, As004G083050
OG0010692	Ag001G101900	As001G017900
OG0010694	Ag001G101980	As001G018040
OG0010695	Ag001G102030	As001G018110
OG0010696	Ag001G102040	As001G018170
OG0010697	Ag004G366130	As001G018900
OG0010698	Ag001G081640	As001G018920
OG0010699	Ag004G366360	As001G018960
OG0010700	Ag004G310090	As001G019180
OG0010701	Ag004G367140	As001G019260
OG0010702	Ag004G367730	As001G019560
OG0010703	Ag004G368070	As001G019620
OG0010704	Ag004G368890	As001G019860
OG0010704	Ag004G368900	As001G019820
OG0010705	Ag004G369520	As001G020210
OG0010706	Ag004G369280	As001G020300
OG0010707	Ag004G370030	As001G020370
OG0010708	Ag004G370120	As001G020400
OG0010709	Ag004G370310	As001G020430
OG0010710	Ag004G370420	As001G020490
OG0010711	Ag004G371170	As001G020580
OG0010712	Ag004G371180	As001G020590
OG0010713	Ag004G371230	As001G020630
OG0010714	Ag004G371540	As001G020740
OG0010716	Ag004G372540	As001G021130
OG0010717	Ag004G374010	As001G021410
OG0010718	Ag004G375110	As001G021580
OG0010719	Ag004G376950	As001G021820
OG0010720	Ag004G377310	As001G021910
OG0010721	Ag004G377920	As001G022020
OG0010722	Ag012G741180, Ag008G658430	As001G022270
OG0010723	Ag006G516990	As001G022910
OG0010724	Ag006G498260, Ag004G399650, Ag005G475500	As001G023350
OG0010725	Ag005G407610	As001G023480
OG0010726	Ag008G660770	As001G023530
OG0010727	Ag008G660810	As001G023590
OG0010728	Ag003G271180, Ag003G271210	As001G023640
OG0010729	Ag008G661000	As001G023710
OG0010730	Ag008G662290	As001G024040
OG0010731	Ag004G347930, Ag008G663830	As001G024680
OG0010733	Ag008G665610	As001G025050
OG0010734	Ag004G317520, Ag004G317530	As001G025130, As008G184140
OG0010736	Ag008G666180	As001G025240
OG0010737	Ag008G666330	As001G025290
OG0010738	Ag008G669930	As001G026530
OG0010739	Ag008G670560	As001G026580
OG0010740	Ag008G674070	As001G026860
OG0010743	Ag004G358350	As001G028710
OG0010744	Ag002G102460, Ag002G124240	As001G029450
OG0010745	Ag004G363610	As001G029820
OG0010746	Ag005G485910	As006G137450
OG0010747	Ag001G044880, Ag001G047540	As004G076740
OG0010748	Ag004G402060	As001G030180
OG0010749	Ag004G402040	As001G030200
OG0010750	Ag006G506470, Ag004G401720	As001G030350
OG0010751	Ag004G400300	As001G030540
OG0010752	Ag004G400290	As001G030550
OG0010753	Ag004G400140	As001G030630
OG0010754	Ag004G397210	As004G098100, As001G030760
OG0010755	Ag004G395300, Ag004G390470	As001G031000
OG0010756	Ag004G389010, Ag004G393950	As001G031170, As004G097930
OG0010757	Ag004G381390	As001G031830
OG0010760	Ag002G190000	As002G033120, As002G032940
OG0010761	Ag002G188660	As002G033420
OG0010762	Ag002G188720	As002G033450
OG0010763	Ag002G187800	As002G033840
OG0010764	Ag005G478210	As002G033890
OG0010765	Ag005G477430, Ag005G478050	As002G033970
OG0010766	Ag005G477180	As006G148740, As002G034280
OG0010767	Ag005G475910	As002G035340
OG0010768	Ag005G475850	As002G035440
OG0010769	Ag005G475840	As002G035450
OG0010770	Ag006G560820, Ag007G646110	As004G087000, As002G035720
OG0010771	Ag005G474490	As002G036380
OG0010772	Ag003G289010	As002G036410
OG0010773	Ag005G474110	As002G036640
OG0010774	Ag003G276920, Ag003G276930	As002G037340
OG0010775	Ag005G472860, Ag005G472850	As002G037350
OG0010776	Ag005G472070	As002G037920
OG0010777	Ag005G471730	As002G038520
OG0010778	Ag005G471570	As002G038600
OG0010779	Ag005G471560, Ag008G717340, Ag006G570940	As002G038780
OG0010780	Ag005G471320	As002G038940
OG0010781	Ag005G471310	As002G038960
OG0010782	Ag004G373950, Ag006G511150	As002G039490
OG0010783	Ag001G039760	As002G040450, As002G040440, As002G040460, As002G040070
OG0010784	Ag001G041360	As002G040150
OG0010785	Ag001G032640	As002G040590
OG0010786	Ag007G579230	As002G042010
OG0010787	Ag001G064160, Ag001G066750	As002G042070
OG0010788	Ag007G601370	As002G042190
OG0010789	Ag003G275240	As002G042250
OG0010790	Ag004G347280	As002G042460
OG0010791	Ag007G598760	As002G042790
OG0010792	Ag008G676380	As002G043190
OG0010793	Ag008G679840	As002G043370
OG0010794	Ag003G260340	As002G043430
OG0010795	Ag008G680280, Ag008G710600	As002G043570
OG0010796	Ag008G681110	As002G043770
OG0010797	Ag008G681640	As002G044070
OG0010798	Ag008G685820	As007G166130
OG0010799	Ag008G682960	As002G044860
OG0010800	Ag008G686370	As002G045210
OG0010801	Ag008G687230	As002G045390
OG0010802	Ag008G688490, Ag008G689950	As002G045420, As002G045880
OG0010803	Ag003G286440, Ag008G687960, Ag008G687950	As002G045570
OG0010804	Ag008G687570	As002G045800
OG0010805	Ag008G693580	As002G046450
OG0010806	Ag003G251170	As002G046550
OG0010807	Ag008G694210	As006G132690
OG0010808	Ag008G695760	As002G047310
OG0010809	Ag008G696400	As002G047530
OG0010810	Ag008G696860	As002G047710
OG0010811	Ag008G698090	As002G047970
OG0010812	Ag008G701580	As002G048730
OG0010813	Ag008G701810	As002G048880
OG0010815	Ag008G703850	As002G049260
OG0010816	Ag008G704520	As002G049510
OG0010817	Ag008G705170	As002G049800
OG0010818	Ag007G610660	As002G050520
OG0010819	Ag006G545210, Ag007G609540	As002G050850
OG0010820	Ag007G609060	As002G051170
OG0010821	Ag007G608200	As002G051400
OG0010822	Ag007G607900	As002G051520
OG0010823	Ag007G607830	As002G051620
OG0010824	Ag007G607660	As002G051660
OG0010825	Ag007G607610	As002G051730
OG0010826	Ag007G606600	As002G052080
OG0010827	Ag007G606480	As002G052110
OG0010828	Ag007G606160	As002G052210
OG0010829	Ag007G606070	As002G052260
OG0010830	Ag007G605460	As002G052480
OG0010831	Ag008G733150	As002G052730
OG0010833	Ag007G604120	As002G053220
OG0010834	Ag007G604110, Ag007G612820	As002G053230
OG0010835	Ag007G603190	As002G053560
OG0010836	Ag007G602630	As002G053680
OG0010837	Ag008G730870	As005G117180, As002G053860
OG0010838	Ag007G601390	As002G054390
OG0010839	Ag002G196510, Ag002G206770	As002G055210
OG0010840	Ag006G508180, Ag006G508220	As002G055350
OG0010841	Ag006G577780	As003G055640
OG0010842	Ag006G577120	As003G056100
OG0010844	Ag006G575020	As003G056780
OG0010845	Ag006G574460, Ag006G574470	As003G056990
OG0010846	Ag006G574360	As003G057040
OG0010847	Ag006G574210	As003G057110
OG0010848	Ag006G572700	As003G057370
OG0010849	Ag006G572140	As003G057530
OG0010852	Ag006G569100	As003G058050
OG0010853	Ag006G561590	As003G058740
OG0010854	Ag006G562190	As003G058810
OG0010856	Ag006G565750	As003G059560
OG0010857	Ag006G565800	As003G059600
OG0010858	Ag006G566640	As003G059750
OG0010859	Ag003G253710	As003G060160
OG0010860	Ag006G541820, Ag006G546740, Ag006G548110	As003G061600
OG0010861	Ag006G543760, Ag006G541700	As003G062170
OG0010862	Ag006G537980, Ag006G538180, Ag006G540200	As004G083570, As003G062720
OG0010863	Ag006G539890, Ag006G537420	As003G062830
OG0010864	Ag006G537050, Ag006G539620	As003G062870
OG0010865	Ag006G536960, Ag006G539490	As003G062970, As004G083300
OG0010866	Ag006G535660	As003G063530, As004G080460
OG0010867	Ag006G535480	As003G063580
OG0010868	Ag006G533250	As003G064400
OG0010869	Ag006G532400	As003G064560
OG0010870	Ag006G493500	As003G064720
OG0010871	Ag006G531770	As003G064840
OG0010872	Ag007G584850	As003G065810
OG0010873	Ag007G583730	As003G068400
OG0010874	Ag007G583500	As003G068750
OG0010875	Ag007G583080	As003G069110
OG0010876	Ag007G583060	As003G069140
OG0010877	Ag007G583010	As003G069210
OG0010878	Ag007G582600	As003G069460
OG0010879	Ag007G580910	As003G070740
OG0010880	Ag007G580560	As003G071080
OG0010881	Ag007G580380	As003G071200
OG0010882	Ag007G580110, Ag007G580190	As003G071330
OG0010883	Ag007G579760	As003G071600
OG0010884	Ag003G286040	As011G264650, As003G071970
OG0010885	Ag003G287840	As003G072360
OG0010886	Ag003G288510	As003G072540
OG0010887	Ag005G411250	As003G072700, As011G265440
OG0010888	Ag003G289190	As003G072860
OG0010889	Ag003G289240	As003G072910
OG0010890	Ag003G291220	As003G073690
OG0010891	Ag003G291300	As003G073800
OG0010892	Ag003G292430	As003G074290
OG0010893	Ag003G293300	As007G180360, As003G074730
OG0010894	Ag003G293550	As003G074910
OG0010895	Ag003G295050, Ag008G702220	As003G075510
OG0010896	Ag003G295570	As003G075800
OG0010897	Ag003G296630	As003G076190
OG0010898	Ag003G296690	As003G076240
OG0010900	Ag006G518310	As007G182150, As003G076320
OG0010901	Ag003G297030	As003G076400
OG0010902	Ag003G296970	As003G076460
OG0010903	Ag003G296900	As003G076530
OG0010904	Ag003G296890	As003G076540
OG0010905	Ag003G297140	As003G076610
OG0010906	Ag007G643420	As004G076860
OG0010907	Ag007G644880	As004G076980
OG0010908	Ag007G645500	As004G077160
OG0010909	Ag005G437570	As004G077190
OG0010910	Ag007G646120	As004G077400
OG0010911	Ag007G647310	As004G077890
OG0010912	Ag007G647370	As004G077930
OG0010913	Ag007G647740	As004G078020
OG0010914	Ag001G034760, Ag007G647950	As004G078120
OG0010915	Ag007G648940	As004G078460
OG0010916	Ag002G162190	As004G078730
OG0010917	Ag002G162310	As004G078780
OG0010919	Ag007G577940	As004G079750
OG0010920	Ag002G153650, Ag002G156190	As004G080150
OG0010921	Ag003G219760, Ag005G438910	As004G080170
OG0010922	Ag002G151330, Ag009G736180	As004G080640
OG0010923	Ag004G401660	As004G080780
OG0010924	Ag009G735800, Ag002G150220	As004G080900
OG0010925	Ag002G160410	As004G081090
OG0010926	Ag002G167960	As004G081220
OG0010928	Ag002G159260	As004G081450
OG0010930	Ag002G157330	As004G082330
OG0010931	Ag002G126250	As004G082400
OG0010932	Ag002G157150	As004G082410
OG0010933	Ag002G154600, Ag002G157070	As004G082450
OG0010934	Ag002G156770, Ag002G154340	As004G082610
OG0010935	Ag002G148500	As004G083440
OG0010936	Ag002G147270	As004G083960
OG0010937	Ag002G146120	As004G084430
OG0010938	Ag002G143670	As004G084860
OG0010939	Ag002G140300	As004G085630
OG0010940	Ag002G137800, Ag002G138310	As004G085910
OG0010941	Ag002G137960, Ag002G138010, Ag002G134480	As004G085960
OG0010942	Ag002G133330	As004G086000
OG0010943	Ag002G132440	As004G086050
OG0010944	Ag002G126860	As004G086720
OG0010945	Ag004G354230	As004G087070
OG0010946	Ag002G104510	As004G088020
OG0010947	Ag004G400810, Ag004G400830, Ag004G400840, Ag004G400860, Ag002G105650	As004G088180
OG0010948	Ag002G106140, Ag002G106100	As004G088250
OG0010949	Ag002G116530, Ag002G116440	As004G088940
OG0010950	Ag002G119200	As004G089130
OG0010951	Ag002G121270, Ag002G115020	As004G089710
OG0010952	Ag002G123680	As004G090540
OG0010953	Ag002G122970, Ag002G114770	As004G091130
OG0010954	Ag008G720260, Ag005G426250	As004G091520, As009G211660
OG0010955	Ag002G134370, Ag007G601800, Ag005G426430	As004G091830
OG0010957	Ag005G426590	As004G092690, As011G258260
OG0010958	Ag001G043090	As004G092860
OG0010959	Ag006G571380	As004G092940
OG0010960	Ag001G038930	As004G094080
OG0010961	Ag001G038060	As004G094860
OG0010962	Ag001G038040	As004G094880
OG0010963	Ag007G614450	As004G094920, As004G094930
OG0010964	Ag001G037850	As004G095060
OG0010965	Ag004G308490	As004G095260
OG0010966	Ag001G036230	As004G095770
OG0010967	Ag001G033710	As004G096550
OG0010968	Ag007G649940	As004G096810
OG0010969	Ag007G650190	As004G096830
OG0010970	Ag007G650440	As004G096880
OG0010971	Ag007G650660, Ag007G650670	As004G096940
OG0010972	Ag007G650680	As004G096950
OG0010973	Ag007G650760	As004G096960
OG0010974	Ag007G652760	As004G097260
OG0010975	Ag007G652350	As004G097320
OG0010976	Ag007G653620	As004G097430
OG0010977	Ag007G654090, Ag007G653970	As004G097500
OG0010978	Ag006G559160	As004G098180
OG0010979	Ag008G728720	As004G098450
OG0010980	Ag002G206480	As005G098830
OG0010981	Ag002G206390	As005G098990
OG0010982	Ag002G206380	As005G099000
OG0010983	Ag002G205920	As005G099450
OG0010984	Ag002G205780	As005G099520
OG0010986	Ag002G204890, Ag008G670180	As005G099770
OG0010987	Ag002G204120	As005G100290
OG0010988	Ag002G203000	As005G100940
OG0010989	Ag002G202220	As005G101350
OG0010990	Ag002G202110	As005G101420
OG0010991	Ag002G202040	As005G101430
OG0010992	Ag002G201460	As005G101860
OG0010993	Ag002G200960	As005G102100
OG0010994	Ag002G199830	As005G102550
OG0010995	Ag002G199820	As005G102560
OG0010996	Ag007G621730, Ag002G199570	As005G102630
OG0010997	Ag002G199380	As005G102820
OG0010998	Ag001G090670, Ag005G421340	As005G103970
OG0010999	Ag001G006310	As005G104380
OG0011000	Ag002G195840	As005G104430
OG0011001	Ag002G195560	As005G104550
OG0011002	Ag002G194900, Ag002G153120	As005G104730
OG0011004	Ag002G191990	As005G105490
OG0011005	Ag002G192280	As005G105680
OG0011006	Ag002G192590	As005G105800
OG0011007	Ag002G192630	As005G105810
OG0011008	Ag002G191150, Ag002G191300	As005G105960
OG0011009	Ag002G191120	As005G106000
OG0011010	Ag006G491160	As005G106200
OG0011011	Ag006G491250	As005G106310
OG0011012	Ag006G491260	As005G106320
OG0011013	Ag006G491350	As005G106380
OG0011014	Ag006G491370	As005G106400
OG0011015	Ag006G491430	As005G106440
OG0011016	Ag007G586460	As005G106710
OG0011017	Ag006G492910	As005G107310
OG0011018	Ag006G493390	As005G107570
OG0011019	Ag006G493530	As005G107670
OG0011020	Ag006G493590	As005G107700
OG0011021	Ag006G494090	As005G107850
OG0011022	Ag006G495180	As005G108190
OG0011023	Ag006G495490	As005G108280
OG0011024	Ag006G496900	As005G108930
OG0011025	Ag006G496990	As005G108970
OG0011026	Ag008G719730	As005G109690
OG0011027	Ag008G718280	As005G111460
OG0011028	Ag001G099150	As005G111930, As005G120870
OG0011029	Ag008G717700	As005G111950
OG0011030	Ag008G717480	As005G112240
OG0011031	Ag008G716780	As005G112410
OG0011032	Ag008G716460	As005G112630
OG0011033	Ag008G716220	As005G113010, As005G113050, As005G113060
OG0011034	Ag008G716180	As005G113070
OG0011035	Ag008G714780	As005G113440
OG0011036	Ag008G714760	As005G113450
OG0011037	Ag008G712570	As005G114090
OG0011038	Ag008G712410	As005G114120
OG0011039	Ag008G712250	As005G114230
OG0011041	Ag008G708530	As005G115080
OG0011042	Ag008G708970	As005G115600
OG0011043	Ag008G707060	As005G115880
OG0011044	Ag008G729750	As005G116560
OG0011045	Ag008G730310	As005G116810
OG0011046	Ag008G730820	As005G117120
OG0011047	Ag008G730830	As005G117130
OG0011048	Ag008G730890, Ag005G465650	As005G117220
OG0011049	Ag008G731560	As005G117620
OG0011050	Ag001G061580	As010G220920, As005G119800
OG0011051	Ag008G735080	As005G119940
OG0011052	Ag008G735090	As005G119950
OG0011053	Ag001G099900	As005G120280
OG0011054	Ag001G099400	As005G120610
OG0011055	Ag001G099250	As005G120790
OG0011056	Ag001G099100	As005G120920
OG0011057	Ag006G517040	As006G121390
OG0011058	Ag006G517070	As006G121400
OG0011059	Ag006G520070	As006G121590
OG0011060	Ag006G519840	As006G121680
OG0011061	Ag007G598260, Ag006G515170	As006G122180
OG0011062	Ag006G514380	As006G122390
