Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0002159	AL6G27130	g5059
OG0002160	AL3G13100	g7825, g12774
OG0002161	AL3G14660	g7750, g12813
OG0002162	nbis-gene-766	g6516
OG0002162	AL3G16960	g12504
OG0002164	AL8G22850	g12943
OG0002164	AL3G17880	g12475
OG0002165	AL6G24110	g29351
OG0002166	AL5G37430	g11267
OG0002166	AL4G38200	g51881
OG0002167	AL4G36950	g41209
OG0002167	AL4G36940	g37321
OG0002168	AL4G31970	g51549
OG0002168	AL5G33020	g19259
OG0002169	AL4G35900	g51729
OG0002170	AL2G40560	g46547
OG0002171	AL1G28320	g31640
OG0002171	AL2G40340	g44309
OG0002172	AL2G40320	g46536
OG0002173	AL2G39680	g49972
OG0002174	AL2G34850, AL1G31840	g46175, g44490
OG0002175	AL2G36690	g46287
OG0002175	AL1G33980	g50161, g31957
OG0002176	AL1G36090	g32040
OG0002176	AL1G36100	g27522
OG0002177	AL1G36560	g50276
OG0002177	AL2G30620	g45900
OG0002178	AL1G37170	g32109
OG0002179	AL2G26310	g41650
OG0002179	AL1G40540	g32254
OG0002181	AL7G16870	g23102, g23098, g25483
OG0002182	AL8G37900	g429, g9911
OG0002183	AL1G25210	g31458
OG0002183	AL5G14650	g10595
OG0002184	AL1G44280	g45501
OG0002184	AL1G23120	g49790
OG0002185	AL1G23090	g31345
OG0002185	AL2G13640	g27170
OG0002186	AL2G15560	g53350
OG0002186	AL1G21910	g27131
OG0002187	AL1G20330	g31215, g49701
OG0002187	AL3G19560	g12988
OG0002188	AL1G15380, AL1G15430	g30937
OG0002189	AL3G22910	g7385
OG0002189	AL6G15940	g29700
OG0002190	AL3G22110	g12363
OG0002190	AL6G14520	g29764
OG0002191	AL3G34790	g6701
OG0002191	AL6G38070, AL6G38060	g630
OG0002192	AL5G22260	g3318
OG0002194	AL3G24660	g12255, g13152
OG0002195	AL3G25300	g7239
OG0002195	AL1G63550	g54318
OG0002196	AL7G39330	g24403
OG0002196	AL3G29630	g6998
OG0002197	AL3G30510	g12048
OG0002197	AL1G54820	g36285, g42129
OG0002198	AL3G31150	g12024
OG0002198	AL1G55250	g36338
OG0002199	AL3G31330	g12020
OG0002200	AL3G52220	g14214, g6142
OG0002201	AL3G49790	g13719
OG0002201	AL3G49800	g14053
OG0002202	AL3G50060, AL3G50050	g23013
OG0002203	AL6G15560, AL3G53170	g45429
OG0002205	AL1G57670	g28061
OG0002206	AL1G57120, AL1G57150, AL3G32680	g28069
OG0002207	AL7G39280	g17613
OG0002207	AL7G39270	g24402
OG0002209	AL4G44610	g52248
OG0002210	AL7G16970, AL7G17490	g23145
OG0002211	nbis-gene-1292	g17941, g17936, g17938, g17942, g17937, g17939, g51028, g5896
OG0002212	AL2G18740, AL5G11810	g34274, g35257, g48942
OG0002212	AL7G20110, AL1G48730, AL4G27470	g25870
OG0002213	nbis-gene-531, nbis-gene-530, AL2G22430	g45073
OG0002213	nbis-gene-529	g44110
OG0002219	AL3G48380	g13893
OG0002219	AL7G23260	g23494
OG0002220	AL7G22890	g23465
OG0002220	AL3G48570	g13810
OG0002221	AL3G48670	g13806
OG0002222	AL7G19340	g23270
OG0002223	AL7G21090	g23360
OG0002224	AL4G15170	g38364
OG0002224	AL7G20460	g23318
OG0002226	AL7G17340	g18193
OG0002226	AL3G47260	g6158
OG0002227	AL7G15830	g23010
OG0002228	AL4G31440	g37134
OG0002228	AL1G46580	g32613
OG0002229	AL1G27100	g49929
OG0002230	AL5G11150	g1511, g1509
OG0002231	AL1G25320	g49876
OG0002232	AL5G14700	g10592, g1582
OG0002232	AL1G25220	g49874
OG0002234	AL7G50540	g16885
OG0002234	AL5G18710	g10384
OG0002235	AL2G24950, AL247U10010	g41854
OG0002236	AL7G46180	g16744
OG0002237	AL2G22800	g18056
OG0002238	AL2G10640	g40832
OG0002239	AL2G13460	g44230
OG0002239	AL1G23260	g31349
OG0002240	AL8G33170	g28624
OG0002240	AL7G27060	g47565
OG0002241	AL6G10960	g5815
OG0002242	AL3G21540	g12375
OG0002243	AL2G41470	g54325, g46597
OG0002245	AL8G25520	g1337
OG0002246	AL604U10010, AL8G26170	g1314
OG0002247	AL8G26310	g28356
OG0002247	AL7G27650	g47545
OG0002248	AL8G29870	g28479
OG0002248	AL7G25560	g23650
OG0002249	AL8G30570	g993, g39385, g28500
OG0002250	AL8G31490	g28534
OG0002251	AL7G26520	g23702
OG0002252	AL8G33610	g39303
OG0002252	AL7G27240	g47558
OG0002253	AL6G23690, AL1G40650	g29376
OG0002254	AL6G30920	g647
OG0002254	AL6G23110	g29398, g45590
OG0002255	AL6G22790	g29416
OG0002256	AL8G13060	g40571, g10975
OG0002256	AL7G35140	g17449
OG0002257	AL7G31310	g23963
OG0002257	AL7G31320	g47418
OG0002258	AL1G44980	g32495
OG0002258	nbis-gene-1081	g27717
OG0002259	AL7G14740	g22937, g18249
OG0002260	AL7G30890, AL1G48270, AL1G48290	g17283
OG0002261	AL7G13920	g22883
OG0002262	AL7G13580	g22849
OG0002262	AL4G13180	g50946
OG0002264	AL7G10570	g18338
OG0002265	AL7G51130	g16897
OG0002265	AL5G19430	g10355
OG0002266	AL8G18280	g37031
OG0002267	AL7G42910	g24665
OG0002267	AL3G39150	g6478
OG0002268	AL3G37920	g6539
OG0002268	AL7G41850	g24531
OG0002269	AL3G37470	g6555, g13451, g11771
OG0002270	AL7G41430	g47050, g47064
OG0002271	AL3G36390	g11837
OG0002271	AL7G40640	g24481
OG0002272	AL3G35610	g47110
OG0002272	AL7G39950	g24441
OG0002273	AL5G43220	g1884
OG0002273	AL4G44640	g52250
OG0002274	AL4G43240	g37539
OG0002274	AL5G42260	g1939
OG0002275	AL4G43030	g38225
OG0002275	AL5G42140	g18875
OG0002276	AL5G42130	g1950
OG0002277	AL5G39520	g18975
OG0002277	AL4G40620	g52045
OG0002278	AL5G38940	g2099
OG0002278	AL4G40050	g37403
OG0002279	AL6G10660	g44736
OG0002279	AL3G12790	g12765
OG0002280	AL5G23360	g3075
OG0002280	AL6G34040	g41343
OG0002281	AL5G23410	g3071
OG0002281	AL6G34070	g41340
OG0002282	AL8G36890	g28813
OG0002282	AL8G36920	g851
OG0002283	AL8G42950	g9718
OG0002284	AL1G10860	g30740
OG0002285	AL1G13160	g45264
OG0002286	AL1G13450	g49433
OG0002286	AL8G15890	g39681
OG0002287	AL1G15470	g49504
OG0002287	AL4G27210	g39824
OG0002288	AL4G26330	g39863
OG0002288	AL1G16180	g26969
OG0002289	AL1G17650, AL1G17620	g49564, g31068
OG0002290	AL1G18830	g49688, g31120, g31121
OG0002291	AL7G18530	g47833
OG0002291	AL4G18660	g38293
OG0002292	AL3G10610	g29301
OG0002293	AL3G11220	g12743, g12694
OG0002294	AL6G27140	g5058
OG0002294	AL3G12010	g12680
OG0002295	AL6G27380	g29193
OG0002296	AL3G12390	g7840
OG0002297	AL6G27820	g29168, g5019
OG0002297	AL3G12440	g12668
OG0002298	AL3G13170	g3928, g4013, g4988
OG0002299	AL6G38920	g10122, g4804
OG0002300	AL8G22900	g10201
OG0002301	AL8G22390	g10219
OG0002302	AL4G33420	g51626
OG0002302	AL1G31250, AL1G59070, AL5G34230	g2364
OG0002303	AL1G27860	g27312, g31616
OG0002304	AL1G28430	g31644
OG0002305	AL2G39850	g44328
OG0002305	nbis-gene-93	g31650
OG0002306	AL1G28840	g31658
OG0002306	AL2G39490	g44343
OG0002307	AL1G31190	g31801, g27417
OG0002308	AL1G34120	g31965
OG0002308	AL2G36810	g46303
OG0002309	AL2G37820, AL142U10020	g46375
OG0002310	AL1G35380, AL1G35190	g50222
OG0002310	AL2G37970	g46385
OG0002311	AL1G37630	g50305
OG0002311	AL2G29580	g44706
OG0002312	AL2G29450	g45832
OG0002313	AL2G28180	g45777
OG0002314	AL1G40570	g32256
OG0002314	AL2G26270	g44890
OG0002317	AL1G18200, AL6G53580, AL7G46960, AL7G46970	g47012, g49600
OG0002318	nbis-gene-316, nbis-gene-315, AL1G64270	g54372
OG0002319	AL1G12160	g49389
OG0002320	nbis-gene-1675	g39466
OG0002320	AL1G11100	g30746, g49328
OG0002321	AL3G24150	g7306
OG0002321	AL6G24160	g29347
OG0002323	AL8G20010	g23906, g43676
OG0002324	AL2G30720, nbis-gene-593, nbis-gene-594	g45908
OG0002325	AL3G24900	g7257, g13155
OG0002325	AL1G64030	g36738
OG0002326	AL3G25230	g13173
OG0002326	AL1G63680	g36724
OG0002327	AL1G62390	g28000
OG0002327	AL3G26710	g7164
OG0002328	AL3G28350	g12113
OG0002329	AL3G31550	g6884
OG0002329	AL1G55500	g54097
OG0002331	AL3G35030	g6690
OG0002331	AL1G59390	g36507
OG0002333	AL7G16810	g14234
OG0002333	AL3G47480	g6154
OG0002334	AL7G24320	g23564
OG0002335	AL1G60420	g54255
OG0002335	AL3G28800	g7041
OG0002336	AL3G28820	g12099
OG0002337	AL5G33130	g19243
OG0002337	AL4G32070	g51559
OG0002338	AL5G37410	g2169
OG0002338	AL4G38110	g51877
OG0002339	AL4G39400	g38158
OG0002339	AL5G38580	g18999
OG0002342	nbis-gene-1959	g2993
OG0002344	AL8G32670	g24657, g28567
OG0002345	AL1G37600	g32088
OG0002348	AL7G24170	g17045, g47668
OG0002349	AL7G24000	g17032
OG0002349	AL3G53420	g13851
OG0002350	AL7G23310	g47694
OG0002351	AL4G14110	g38398
OG0002352	AL4G14770	g38383
OG0002352	AL7G20860	g47774
OG0002353	AL7G16050	g23023
OG0002354	AL4G31690	g37140
OG0002355	AL1G65330	g43909
OG0002356	AL2G18190	g41055, g44032
OG0002357	AL5G39590	g2053
OG0002357	AL1G21290, AL3G43770	g27120
OG0002358	AL5G11070	g49916, g31542
OG0002358	AL1G26660	g27282
OG0002359	AL1G26500	g27279
OG0002360	AL5G11610	g1521
OG0002361	AL5G16650	g10496
OG0002362	AL5G17050	g10468
OG0002362	AL7G49370	g16842
OG0002363	AL5G17510	g10444
OG0002364	AL2G23100	g42039
OG0002365	AL2G19730	g18061
OG0002365	nbis-gene-1894	g46853
OG0002366	AL1G24100, AL1G23990, AL2G12540	g31397, g49842
OG0002367	AL8G32280	g28557
OG0002368	AL5G38250	g19008, g2060
OG0002369	AL4G38460	g51922
OG0002370	AL3G20430	g13037, g12404
OG0002371	AL3G21140	g45358
OG0002371	AL6G12960	g5726
OG0002372	AL3G22520	g7400
OG0002372	AL6G15220	g45426
OG0002373	AL6G16880	g29658
OG0002373	AL3G23760	g13134
OG0002374	AL7G28570	g23824
OG0002374	AL8G24020	g41151
OG0002375	AL8G25580	g28329
OG0002376	AL8G26580	g41207
OG0002377	AL7G25330	g17087
OG0002378	AL7G25700	g17102
OG0002378	AL8G30210	g28491
OG0002379	AL7G26870	g28590
OG0002379	AL8G32810	g1091
OG0002380	AL8G42320	g9741, g202
OG0002381	AL6G19320	g29573
OG0002381	AL8G40790	g280
OG0002382	AL665U10010, AL8G37910	g9910
OG0002383	AL8G12600	g43975
OG0002383	AL7G35800	g24183
OG0002384	AL8G15260, AL66U10020	g11049
OG0002385	AL6G49040	g40475
OG0002385	AL7G33040	g17392
OG0002387	AL4G13230	g50951
OG0002388	AL7G13340, AL4G12970	g22832
OG0002389	nbis-gene-1687	g18380
OG0002390	AL4G31360	g38001
OG0002392	AL7G33030, AL6G49010	g25537, g40473
OG0002393	AL3G40640	g11684, g11678
OG0002394	AL9U10320	g24698
OG0002394	AL3G39890	g11723
OG0002395	AL9U10050	g6459
OG0002396	AL7G41880	g47045
OG0002397	AL7G49210	g16834
OG0002397	AL5G16780	g1619
OG0002398	AL5G45900	g18758
OG0002400	AL4G45720	g37663
OG0002400	AL5G44210	g1824
OG0002401	AL4G45020	g52281
OG0002401	AL5G43510	g11169
OG0002402	AL4G44720	g38244
OG0002403	AL2G33490	g44561
OG0002403	AL1G30390	g31746
OG0002404	AL4G42230	g52120
OG0002406	AL6G32040	g28930
OG0002406	AL5G20980	g11551
OG0002407	AL5G21230	g11520
OG0002408	AL5G23810	g2995
OG0002408	AL8G37140	g41329
OG0002409	AL8G42380, AL8G35260, AL139U10010	g9733
OG0002410	AL5G29860	g2602
OG0002410	AL8G43720	g109
OG0002411	AL2G32520	g44592, g46020
OG0002412	AL1G10600	g26867
OG0002412	AL6G52760	g25370
OG0002413	AL6G53070	g25357
OG0002413	AL1G10780	g49311
OG0002414	AL1G12890	g30820
OG0002414	AL6G49930	g39629
OG0002415	AL1G13780	g30861
OG0002416	AL349U10010	g39724
OG0002417	AL1G14650	g30895
OG0002418	AL4G27310	g39822
OG0002418	AL1G15440	g49503
OG0002419	AL1G16780	g31023
OG0002419	AL4G25470	g39903
OG0002420	AL4G22250	g40076
OG0002420	AL4G22230	g53433
OG0002421	AL4G22800	g37802
OG0002421	AL1G18670	g40095
OG0002422	AL8G30240	g23659
OG0002422	AL7G25730	g47614
OG0002423	AL3G11410, AL6G26430	g29241
OG0002424	AL3G11700	g7877
OG0002425	AL3G11770	g7873
OG0002425	AL6G26810	g29213
OG0002426	AL3G11870	g7868
OG0002426	AL6G26920	g29204
OG0002427	AL3G12730	g7835
OG0002427	AL6G28080	g45746
OG0002428	AL3G13800	g12617
OG0002428	AL6G29370	g29033
OG0002430	AL3G19640	g7544, g12417
OG0002430	AL3G19620	g7545
OG0002431	AL4G36870	g37319, g51779
OG0002432	AL4G36760, AL380U10030	g38126
OG0002432	AL4G36780	g51771
OG0002433	AL1G28020	g49953
OG0002435	AL2G33400	g46078
OG0002435	AL1G30620	g31757
OG0002436	AL3G43350, AL1G34940	g32008
OG0002436	AL2G37700	g46364
OG0002437	AL1G35620	g50229
OG0002437	AL2G38340	g46407
OG0002438	AL1G35720	g32025
OG0002439	AL2G31830	g45962
OG0002439	AL1G36060	g27521
OG0002440	AL5G23660	g18712
OG0002441	AL1G36600	g50277
OG0002441	AL2G30590	g44665
OG0002442	AL1G37310	g50300
OG0002443	AL2G28570	g44759
OG0002444	AL2G27620	g44816
OG0002444	AL1G39620	g32187
OG0002445	AL7G27590	g47547, g23762
OG0002446	AL7G24980	g23614
OG0002446	AL8G28270	g28429
OG0002447	AL7G19150	g16917
OG0002447	AL4G17270	g38322
OG0002448	AL5G30730	g2555
OG0002448	AL1G52230	g53842
OG0002449	AL1G24560	g49856, g31416
OG0002450	AL1G18510	g27021
OG0002451	AL1G18380	g31098, g49604
OG0002451	AL4G21790	g40047
OG0002452	AL1G17510	g27006
OG0002453	AL6G50340	g39602
OG0002453	AL1G12530	g49398
OG0002454	AL1G12520	g30809
OG0002454	AL6G50380	g39599
OG0002455	AL6G28060, AL3G44980	g29152
OG0002456	AL6G29100	g29027
OG0002456	AL6G29290	g4937
OG0002458	AL5G35840, AL5G35830	g19136, g2270
OG0002459	AL8G39890, AL5G27390	g18625, g18624, g18616
OG0002460	AL8G34630	g28726, g1184
OG0002462	AL2G36650	g44396
OG0002462	AL1G33930	g50160
OG0002463	AL2G36390	g13625
OG0002463	AL1G33520	g31942, g27463
OG0002464	AL2G34210	g46140
OG0002465	AL1G27480	g49938
OG0002466	AL3G26200	g12206
OG0002466	AL1G62900	g54343
OG0002467	AL1G62560, AL3G26610	g36668
OG0002468	AL1G61540	g36608
OG0002468	AL3G27620	g7108
OG0002469	AL7G39050	g47133
OG0002469	AL3G29830	g12070
OG0002470	AL3G30520	g12047
OG0002470	AL1G54830	g13285
OG0002471	AL3G30750	g12038
OG0002472	AL1G55060	g12032
OG0002473	AL3G31140	g12025
OG0002473	AL1G55230	g28101
OG0002474	AL7G41020, AL1G56850	g13427
OG0002475	AL7G41630	g24527
OG0002478	AL1G61640	g54283
OG0002479	AL4G30680	g37101
OG0002482	AL4G42560, AL8G10940	g40688
OG0002483	AL1G63660	g36723
OG0002484	AL8G32380, AL8G32390	g28560
OG0002488	AL845U10020	g5387
OG0002489	AL4G39720	g41181, g41197, g11665
OG0002494	AL3G53990	g13840
OG0002494	AL7G24410	g17056
OG0002495	AL7G23680, AL7G23690, AL7G23700	g47681, g17023
OG0002496	AL4G10950	g50880
OG0002497	AL8G33000	g28603
OG0002498	AL7G20450	g23316
OG0002499	AL5G22410	g28878
OG0002500	AL3G47060	g23119
OG0002501	nbis-gene-191	g14176, g14135, g14163, g14125, g14116, g14184, g14155, g14132, g14170, g14149, g14152, g14157, g14187, g14142, g14137, g14166, g14178, g14172, g14145, g14189, g14162, g14115, g14119, g14175, g14134, g32547
OG0002502	AL1G46820, AL4G31280, AL941U10010	g27782
OG0002503	AL7G50990, AL1G19310, AL1G65100	g31144
OG0002504	AL1G20440	g31222
OG0002505	AL2G17170	g44090
OG0002506	AL2G16440	g41026
OG0002506	AL1G21390	g31259
OG0002507	AL5G11780	g49906
OG0002508	nbis-gene-1194	g1534
OG0002508	AL1G25850	g49901
OG0002509	AL5G13390	g16678
OG0002510	AL1G24540	g31414
OG0002510	AL5G15490	g10556
OG0002511	AL5G18540, AL5G18840	g10360
OG0002512	AL5G42240	g1940
OG0002512	AL1G63710	g54315
OG0002513	AL3G22180	g12360
OG0002513	AL6G14670	g5653
OG0002515	AL3G23180	g12317, g7368
OG0002516	AL7G27420, AL7G27400	g23740, g47555
OG0002517	AL7G24930	g23612
OG0002518	AL8G31100	g39368
OG0002518	AL7G26230	g23682, g17125
OG0002519	AL7G26250	g17126
OG0002520	AL8G31550	g28536
OG0002520	AL7G26310	g23686
OG0002521	AL6G22820	g5332
OG0002521	AL6G22810	g29412, g45584
OG0002522	nbis-gene-1496	g5452
OG0002522	AL8G41760	g234
OG0002523	AL7G37300	g17553
OG0002524	AL6G46880	g40392
OG0002525	AL6G42940	g40251
OG0002525	AL1G50310	g32992
OG0002526	AL1G44600	g50545
OG0002526	AL7G27930	g23785
OG0002527	AL4G30960	g51486
OG0002527	AL1G45190	g32506
OG0002528	AL3G50950	g13990
OG0002528	AL7G14960	g47952
OG0002529	AL7G13700	g22866
OG0002529	AL4G13330	g38429
OG0002530	AL7G13130	g22822
OG0002531	AL7G12250	g22763
OG0002532	AL4G11070	g50884, g36958
OG0002533	AL7G10270	g18367
OG0002535	AL6G46510	g25681, g40383
OG0002536	AL7G31210	g47424
OG0002536	AL6G47550	g25652
OG0002537	AL6G47740	g40422
OG0002537	AL1G14740	g30888
OG0002538	AL7G42400	g47035
OG0002539	AL7G41700	g47047
OG0002539	AL7G41710	g47046
OG0002540	AL7G39960	g24438
OG0002541	AL4G47730	g18757
OG0002542	AL4G45420	g37647, g52297
OG0002542	AL5G43930	g1841
OG0002543	AL4G44950	g52276
OG0002543	AL5G43430	g18688
OG0002544	AL4G42720	g52133
OG0002544	AL5G41930	g1959
OG0002545	AL4G39740	g52001
OG0002545	AL5G38910	g2090
OG0002547	AL5G38690	g18994
OG0002547	AL4G39530	g51994
OG0002548	AL4G35730	g51723
OG0002549	AL1G53000, AL4G37660	g37343, g51846
OG0002551	AL5G25510	g2870
OG0002551	AL8G36040	g28745
OG0002552	AL5G28070	g19427
OG0002553	AL8G44290	g9662
OG0002553	AL5G30440	g2586
OG0002554	AL8G44880, AL8G44890	g9636
OG0002555	AL1G11340	g26876, g30764
OG0002556	AL6G51830	g39507
OG0002556	AL1G11510	g49357
OG0002557	AL1G15860	g30962
OG0002557	AL4G26720	g51253
OG0002558	AL2G26020	g17106
OG0002559	AL6G25460	g29293
OG0002561	AL6G27660, AL3G12350	g29180, g5029
OG0002562	AL6G40350	g10159
OG0002562	AL3G15240	g7734
OG0002563	AL3G11490, AL8G13590	g7724
OG0002565	AL4G32150	g19239
OG0002566	nbis-gene-1095	g38071
OG0002567	AL1G28440	g31645, g27339
OG0002568	AL2G35300	g46196
OG0002568	AL1G32370	g31867
OG0002569	AL2G36140	g44413
OG0002569	AL1G33170	g31917
OG0002570	AL1G33390	g27459, g31920, g46256
OG0002571	AL2G36670	g44395
OG0002571	AL1G33960	g27479, g31956
OG0002572	AL1G34750	g31999
OG0002573	AL2G29410	g45829
OG0002573	AL1G37980	g50321
OG0002574	AL1G39600	g32184
OG0002574	AL2G27610	g44818
OG0002575	AL3G41580, AL3G41420	g15801
OG0002577	AL1G17590	g49563
OG0002578	AL1G16360	g30994
OG0002580	AL4G27350	g51282
OG0002580	AL1G15350	g30935
OG0002581	AL1G11450, AL1G22540	g49354, g49351
OG0002582	AL4G38080	g51466
OG0002583	AL5G29400	g19395
OG0002583	AL6G36250	g553
OG0002584	AL5G26420	g19519, g2803
OG0002584	AL8G35080	g1223
OG0002585	AL8G36220	g28757
OG0002586	AL5G20720, AL5G24630	g19573
OG0002587	AL1G32470	g50096
OG0002587	AL2G35430	g46205
OG0002588	AL2G34170	g46134
OG0002589	AL1G29830	g31714
OG0002589	AL2G32430	g46015
OG0002590	AL3G26330	g12201
OG0002590	AL1G62780	g36682
OG0002591	AL1G63410	g36711, g54321
OG0002592	AL1G62850	g36685
OG0002592	AL3G26250	g7192
OG0002593	AL3G28040	g13237
OG0002594	AL1G61050, AL3G28250	g54271
OG0002595	AL3G28750	g7043, g13253
OG0002596	AL3G29570	g7000
OG0002596	AL7G39370	g17615
OG0002597	AL3G30280	g6956
OG0002597	AL1G54550	g36277
OG0002598	AL3G31010	g13295
OG0002599	AL3G35890	g6611, g6623
OG0002600	AL7G41650	g36070, g15600
OG0002601	AL4G17060	g38326
OG0002601	AL7G19310	g23269
OG0002602	AL3G24790	g12252
OG0002604	AL1G56150, AL1G56240	g28081
OG0002605	AL5G37770	g11261
OG0002606	AL4G40540	g2052, g37438
OG0002607	AL5G42350	g18857, g1932
OG0002610	AL7G36670	g17505
OG0002610	AL8G12260	g40605
OG0002611	AL4G36170	g38110
OG0002611	AL4G36210	g50972
OG0002612	AL7G19460, AL7G19470	g47814
OG0002613	nbis-gene-1377	g47994
OG0002614	AL5G15690	g10544
OG0002615	AL1G35310	g50221
OG0002615	AL1G35160	g27507
OG0002616	AL3G34400, AL126U10040, AL3G34320	g47331, g16145
OG0002618	AL8G40950, AL8G40970, AL8G40980	g9802
OG0002619	AL8G20510	g1053
OG0002622	AL7G23750	g17024, g23530
OG0002624	AL7G18930	g23241
OG0002625	AL2G20620	g19701, g19762
OG0002626	AL7G16780	g23085
OG0002627	AL7G16640	g23076
OG0002628	AL3G49420, AL3G49430	g14084
OG0002629	AL4G31090	g51497
OG0002629	AL1G45650	g32519
OG0002630	AL1G46120, AL4G31610, AL212U10010	g32552
OG0002631	AL7G37930	g17561, g24313
OG0002632	AL1G66150	g41111
OG0002632	AL1G19740	g31172
OG0002633	AL1G20190	g31205
OG0002634	AL2G17680	g44057
OG0002634	AL1G20780	g31236
OG0002635	AL1G22580	g31317, g27156
OG0002636	AL1G26730	g31548
OG0002636	AL5G10960	g10747
OG0002637	AL1G25860	g31490
OG0002639	AL5G15970	g10531, g16607
OG0002640	AL5G18520	g16489
OG0002641	AL5G19000	g10370
OG0002642	AL2G25760	g44918
OG0002643	AL7G46640	g46778
OG0002643	AL2G24180	g44986
OG0002644	AL7G25140	g23623
OG0002645	AL8G33120	g28623
OG0002645	AL7G27030	g23725
OG0002646	AL6G13720	g13072
OG0002646	AL3G21580	g7441
OG0002647	AL7G28600	g47515, g23827
OG0002648	AL8G27810, nbis-gene-1768	g28408
OG0002649	nbis-gene-124	g19663, g39221
OG0002650	AL8G29690	g28477
OG0002651	AL8G30080	g964
OG0002651	AL7G25580	g23651
OG0002652	AL3G53000	g13933
OG0002653	AL6G21490	g29472
OG0002653	AL6G36760	g10040
OG0002654	AL6G21080	g29493
OG0002655	AL6G20510	g5430, g29523
OG0002656	AL8G42020	g216
OG0002657	AL7G36380	g17502
OG0002657	AL7G40180	g24464
OG0002658	AL7G33240	g24040
OG0002658	AL7G33230	g24039
OG0002659	AL7G31330	g47415
OG0002659	AL6G47650	g40417
OG0002660	AL6G47320	g40405
OG0002660	AL7G30990	g47428
OG0002661	AL7G30000	g23892
OG0002661	AL6G45790	g40368
OG0002662	AL1G50560	g50771
OG0002662	AL6G43150	g25851
OG0002663	AL1G41630	g32316
OG0002664	AL7G15410, AL7G15430	g22979
OG0002665	AL6G43540, AL3G51060	g6031
OG0002666	AL7G14560	g47968
OG0002667	AL7G14460	g22917
OG0002667	AL3G51630	g6010
OG0002668	AL7G13840, AL7G13850	g18266, g22874
OG0002669	AL7G12920	g22810
OG0002672	AL7G50570	g53265
OG0002673	AL6G41440, AL1G26650	g40246
OG0002674	AL6G47460, AL6G47450	g25634, g25644, g25647, g25637, g25646
OG0002675	AL7G32980, AL6G48990	g47365
OG0002676	AL3G41290	g13523
OG0002678	AL3G39170	g46973
OG0002678	AL7G42970	g24655
OG0002679	AL7G41590	g11770
OG0002680	AL7G41480	g47052
OG0002680	AL3G37380	g13450
OG0002681	AL5G44160	g50779
OG0002682	AL4G41820	g52111
OG0002683	AL4G40320	g38175
OG0002684	AL4G39710	g37398
OG0002685	AL6G10730	g5828
OG0002685	AL3G19910	g7527
OG0002686	AL6G13700	g5704
OG0002686	AL6G26820	g29212
OG0002687	AL5G23920	g2988
OG0002687	AL8G36970	g28816
OG0002688	AL5G24510	g2913
OG0002688	AL8G36600	g1300
OG0002689	AL8G36090	g28748
OG0002690	AL8G36060	g19544, g28747
OG0002691	AL5G28040	g19424
OG0002691	AL8G40530	g296
OG0002692	AL6G53000	g25364
OG0002693	AL6G50000	g39624, g25489
OG0002694	AL8G15720	g39672, g11058
OG0002694	AL1G13320	g49428
OG0002695	AL1G15740	g30954
OG0002696	AL1G18080	g49584
OG0002697	AL3G19720	g12985
OG0002698	AL3G12910	g12649
OG0002698	AL6G28460	g29137
OG0002699	AL3G12970	g12771
OG0002699	AL6G28510	g4991
OG0002700	AL6G29380, AL3G13810	g7802
OG0002701	AL8G21740	g7608
OG0002702	AL5G37460	g2167
OG0002702	AL4G38220	g51882
OG0002703	AL1G44150	g27696
OG0002704	AL4G33410	g38055
OG0002704	AL5G34250	g2363
OG0002705	AL5G35290	g2302
OG0002706	AL2G40080	g44321
OG0002706	AL1G28470	g49968
OG0002707	AL2G33180	g46062
OG0002707	AL1G30290	g31741
OG0002708	AL2G35310	g46197
OG0002708	AL1G32380	g31869
OG0002709	AL2G37070	g44376
OG0002709	AL1G34410	g31984
OG0002710	AL1G36420	g50263
OG0002710	AL2G31030	g44654
OG0002711	AL2G29520	g44707
OG0002711	AL1G37810	g50311, g32082
OG0002712	AL1G39750	g32191
OG0002714	nbis-gene-88	g27293
OG0002715	AL5G10700	g10776
OG0002716	AL1G21110	g27116
OG0002716	AL1G21100	g27111
